36.173177,-118.662798,5,1500
36.177746,-118.694874,5,1500
36.209343,-118.696761,5,1500
36.248535,-118.69629,5,1500
36.272118,-118.684025,5,1500
36.245872,-118.655723,5,1500
36.274019,-118.624118,5,1500
36.282765,-118.595815,5,1500
36.283145,-118.513266,5,1500
36.252339,-118.505247,5,1500
36.22799,-118.539682,5,1500
36.240546,-118.60525,5,1500
36.218477,-118.64959,5,1500
36.19564,-118.655723,5,1500
36.128232,-118.708554,5,1500
36.13128,-118.599117,5,1500
36.154516,-118.617042,5,1500
36.190691,-118.638269,5,1500
36.210865,-118.521285,5,1500
36.186503,-118.539682,5,1500
36.130137,-118.509021,5,1500
36.12366,-118.559965,5,1500
36.171654,-118.57789,5,1500
36.218477,-118.578834,5,1500
36.124422,-118.586853,5,1500
36.258806,-118.576947,5,1500
36.159468,-118.554777,5,1500
36.182696,-118.603363,5,1500
36.222663,-118.673176,5,1500
36.264511,-118.536852,5,1500
